player1,numeric,tag_similarity,categorical,tag_numeric,tag_categorical,numeric_categorical,all,player2
Eva Lys,,,0.7777777777777778,,,,0.7777777777777778,Laslo Djere
Mackenzie McDonald,,,0.7378647873726218,,,,0.7378647873726218,Laslo Djere
Max Purcell,,,0.4444444444444444,,,,0.4444444444444444,Laslo Djere
Sachia Vickery,,,0.554700196225229,,,,0.554700196225229,Laslo Djere
Corentin Moutet,,,0.47140452079103173,,,,0.47140452079103173,Laslo Djere
Celine Naef,,,0.7777777777777778,,,,0.7777777777777778,Laslo Djere
Gijs Brouwer,,,0.6666666666666666,,,,0.6666666666666666,Laslo Djere
Yanina Wickmayer,,,0.7071067811865476,,,,0.7071067811865476,Laslo Djere
Arthur Fils,,,0.7035264706814485,,,,0.7035264706814485,Laslo Djere
Jason Kubler,,,0.7777777777777778,,,,0.7777777777777778,Laslo Djere
Dalma Galfi,,,0.8888888888888888,,,,0.8888888888888888,Laslo Djere
Coco Vandeweghe,,,0.4444444444444444,,,,0.4444444444444444,Laslo Djere
Alexei Popyrin,,,0.7777777777777778,,,,0.7777777777777778,Laslo Djere
Jessika Ponchet,,,0.7777777777777778,,,,0.7777777777777778,Laslo Djere
Jordan Thompson,,,0.5443310539518174,,,,0.5443310539518174,Laslo Djere
Ana Konjuh,,,0.8888888888888888,,,,0.8888888888888888,Laslo Djere
Greet Minnen,,,0.5039526306789696,,,,0.5039526306789696,Laslo Djere
Lesley Pattinama Kerkhove,,,0.7071067811865476,,,,0.7071067811865476,Laslo Djere
Polina Kudermetova,,,0.7559289460184544,,,,0.7559289460184544,Laslo Djere
Priscilla Hon,,,0.6666666666666666,,,,0.6666666666666666,Laslo Djere
David Goffin,,,0.6324555320336759,,,,0.6324555320336759,Laslo Djere
Evgeniya Rodina,,,0.7071067811865476,,,,0.7071067811865476,Laslo Djere
Edan Leshem,,,0.7559289460184544,,,,0.7559289460184544,Laslo Djere
Lloyd Harris,,,0.7777777777777778,,,,0.7777777777777778,Laslo Djere
Lexie Stevens,,,0.7559289460184544,,,,0.7559289460184544,Laslo Djere
Roberto Bautista Agut,,,0.5773502691896257,,,,0.5773502691896257,Laslo Djere
Miyu Kato,,,0.7559289460184544,,,,0.7559289460184544,Laslo Djere
Magali Kempen,,,0.7559289460184544,,,,0.7559289460184544,Laslo Djere
Varvara Gracheva,,,0.7071067811865476,,,,0.7071067811865476,Laslo Djere
Elise Mertens,,,0.5773502691896257,,,,0.5773502691896257,Laslo Djere
Caty Mcnally,,,0.5773502691896257,,,,0.5773502691896257,Laslo Djere
Ricardas Berankis,,,1.0,,,,1.0,Laslo Djere
Noah Gabriel,,,0.5962847939999439,,,,0.5962847939999439,Laslo Djere
Taylah Preston,,,0.47140452079103173,,,,0.47140452079103173,Laslo Djere
Ekaterina Alexandrova,,,0.629940788348712,,,,0.629940788348712,Laslo Djere
Kristina Dmitruk,,,0.6666666666666666,,,,0.6666666666666666,Laslo Djere
Ugo Humbert,,,0.6030226891555273,,,,0.6030226891555273,Laslo Djere
Oksana Kalashnikova,,,0.7071067811865476,,,,0.7071067811865476,Laslo Djere
Tim van Rijthoven,,,0.21081851067789195,,,,0.21081851067789195,Laslo Djere
Ankita Raina,,,0.5962847939999439,,,,0.5962847939999439,Laslo Djere
Brandon Nakashima,,,0.5773502691896257,,,,0.5773502691896257,Laslo Djere
Pierre-Hugues Herbert,,,0.7378647873726218,,,,0.7378647873726218,Laslo Djere
Giovanni Mpetshi Perricard,,,0.8249579113843055,,,,0.8249579113843055,Laslo Djere
Elina Svitolina,,,0.6236095644623235,,,,0.6236095644623235,Laslo Djere
Qinwen Zheng,,,0.5163977794943223,,,,0.5163977794943223,Laslo Djere
Anna-Lena Friedsam,,,0.7378647873726218,,,,0.7378647873726218,Laslo Djere
Adrian Mannarino,,,0.20100756305184242,,,,0.20100756305184242,Laslo Djere
Alison Riske-Amritraj,,,0.28867513459481287,,,,0.28867513459481287,Laslo Djere
Borna Coric,,,0.8040302522073697,,,,0.8040302522073697,Laslo Djere
Mikael Ymer,,,0.7035264706814485,,,,0.7035264706814485,Laslo Djere
Natalija Stevanovic,,,0.6804138174397717,,,,0.6804138174397717,Laslo Djere
Maxime Cressy,,,0.3849001794597505,,,,0.3849001794597505,Laslo Djere
Botic van de Zandschulp,,,0.7035264706814485,,,,0.7035264706814485,Laslo Djere
Erin Routliffe,,,0.6324555320336759,,,,0.6324555320336759,Laslo Djere
Anouk Koevermans,,,0.7559289460184544,,,,0.7559289460184544,Laslo Djere
Bernabe Zapata Miralles,,,0.7126966450997984,,,,0.7126966450997984,Laslo Djere
Victoria Azarenka,,,0.5773502691896257,,,,0.5773502691896257,Laslo Djere
Jesper de Jong,,,0.7559289460184544,,,,0.7559289460184544,Laslo Djere
Ekaterina Makarova,,,0.6666666666666666,,,,0.6666666666666666,Laslo Djere
Eva Vedder,,,0.7559289460184544,,,,0.7559289460184544,Laslo Djere
Veronika Kudermetova,,,0.7035264706814485,,,,0.7035264706814485,Laslo Djere
Alexander Bublik,,,0.6735753140545634,,,,0.6735753140545634,Laslo Djere
Lucrezia Stefanini,,,0.7777777777777778,,,,0.7777777777777778,Laslo Djere
Rebecca Peterson,,,0.8040302522073697,,,,0.8040302522073697,Laslo Djere
Petra Martic,,,0.8040302522073697,,,,0.8040302522073697,Laslo Djere
Dayne Kelly,,,0.7559289460184544,,,,0.7559289460184544,Laslo Djere
Ysaline Bonaventure,,,0.4811252243246881,,,,0.4811252243246881,Laslo Djere
Marin Cilic,,,0.5773502691896257,,,,0.5773502691896257,Laslo Djere
Ellen Perez,,,0.502518907629606,,,,0.502518907629606,Laslo Djere
Karolina Muchova,,,0.769800358919501,,,,0.769800358919501,Laslo Djere
Tallon Griekspoor,,,0.7378647873726218,,,,0.7378647873726218,Laslo Djere
Bianca Andreescu,,,0.6024640760767093,,,,0.6024640760767093,Laslo Djere
Jesika Maleckova,,,0.8888888888888888,,,,0.8888888888888888,Laslo Djere
Felix Auger-Aliassime,,,0.6236095644623235,,,,0.6236095644623235,Laslo Djere
Marie Bouzkova,,,0.7071067811865476,,,,0.7071067811865476,Laslo Djere
Anna Blinkova,,,0.7071067811865476,,,,0.7071067811865476,Laslo Djere
Aliaksandra Sasnovich,,,0.6324555320336759,,,,0.6324555320336759,Laslo Djere
Emil Ruusuvuori,,,0.8040302522073697,,,,0.8040302522073697,Laslo Djere
Belinda Bencic,,,0.4811252243246881,,,,0.4811252243246881,Laslo Djere
Liudmila Samsonova,,,0.6666666666666666,,,,0.6666666666666666,Laslo Djere
Milos Raonic,,,0.485071250072666,,,,0.485071250072666,Laslo Djere
Andrea Vavassori,,,0.6804138174397717,,,,0.6804138174397717,Laslo Djere
Jannik Sinner,,,0.647150228929434,,,,0.647150228929434,Laslo Djere
Alex de Minaur,,,0.47140452079103173,,,,0.47140452079103173,Laslo Djere
Shelby Rogers,,,0.5555555555555556,,,,0.5555555555555556,Laslo Djere
Marc-Andrea Huesler,,,0.6666666666666666,,,,0.6666666666666666,Laslo Djere
Dalila Jakupovic,,,0.9428090415820635,,,,0.9428090415820635,Laslo Djere
Sabine Lisicki,,,0.7777777777777778,,,,0.7777777777777778,Laslo Djere
Jasmijn Gimbrere ,,,0.47140452079103173,,,,0.47140452079103173,Laslo Djere
Lena Papadakis,,,0.6804138174397717,,,,0.6804138174397717,Laslo Djere
Bibiane Schoofs,,,0.7559289460184544,,,,0.7559289460184544,Laslo Djere
Zeynep Sonmez,,,0.5962847939999439,,,,0.5962847939999439,Laslo Djere
Venus Williams,,,0.6030226891555273,,,,0.6030226891555273,Laslo Djere
Jelle Sels,,,0.7559289460184544,,,,0.7559289460184544,Laslo Djere
Pablo Carreno Busta,,,0.6236095644623235,,,,0.6236095644623235,Laslo Djere
Susan Bandecchi,,,0.6804138174397717,,,,0.6804138174397717,Laslo Djere
Miomir Kecmanovic,,,0.9045340337332909,,,,0.9045340337332909,Laslo Djere
Daniil Medvedev,,,0.6030226891555273,,,,0.6030226891555273,Laslo Djere
Mackenzie McDonald,,,0.7627700713964739,,,,0.7627700713964739,Venus Williams
Coco Vandeweghe,,,0.9045340337332909,,,,0.9045340337332909,Venus Williams
Alec Deckers,,,0.6396021490668313,,,,0.6396021490668313,Venus Williams
Pavel Kotov,,,0.6396021490668313,,,,0.6396021490668313,Venus Williams
Dalma Galfi,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Raluka Serban,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Alexei Popyrin,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Polina Kudermetova,,,0.6837634587578276,,,,0.6837634587578276,Venus Williams
Rinky Hijikata,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Mai Hontama,,,0.6396021490668313,,,,0.6396021490668313,Venus Williams
Emina Bektas,,,0.8040302522073697,,,,0.8040302522073697,Venus Williams
Jordan Thompson,,,0.4923659639173309,,,,0.4923659639173309,Venus Williams
Corentin Moutet,,,0.31980107453341566,,,,0.31980107453341566,Venus Williams
Ana Konjuh,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Robin Haase,,,0.6837634587578276,,,,0.6837634587578276,Venus Williams
David Goffin,,,0.8581163303210331,,,,0.8581163303210331,Venus Williams
Zizou Bergs,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Carol Zhao,,,0.8040302522073697,,,,0.8040302522073697,Venus Williams
Priscilla Hon,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Ashlyn Krueger,,,0.8040302522073697,,,,0.8040302522073697,Venus Williams
Eva Lys,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Sachia Vickery,,,0.6689936080056726,,,,0.6689936080056726,Venus Williams
Ilya Ivashka,,,0.6396021490668313,,,,0.6396021490668313,Venus Williams
Celine Naef,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Jason Kubler,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Katie Volynets,,,0.8040302522073697,,,,0.8040302522073697,Venus Williams
Kimberly Birrell,,,0.5454545454545454,,,,0.5454545454545454,Venus Williams
Viktoria Hruncakova,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Max Purcell,,,0.40201512610368484,,,,0.40201512610368484,Venus Williams
Jessika Ponchet,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Gijs Brouwer,,,0.502518907629606,,,,0.502518907629606,Venus Williams
Yue Yuan,,,0.6396021490668313,,,,0.6396021490668313,Venus Williams
Lesley Pattinama Kerkhove,,,0.6396021490668313,,,,0.6396021490668313,Venus Williams
Arthur Rinderknech,,,0.5720775535473553,,,,0.5720775535473553,Venus Williams
Laslo Djere,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Arthur Fils,,,0.5454545454545454,,,,0.5454545454545454,Venus Williams
Greet Minnen,,,0.4558423058385518,,,,0.4558423058385518,Venus Williams
Yanina Wickmayer,,,0.6396021490668313,,,,0.6396021490668313,Venus Williams
Ugo Humbert,,,0.45454545454545453,,,,0.45454545454545453,Venus Williams
Sabine Lisicki,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Bibiane Schoofs,,,0.6837634587578276,,,,0.6837634587578276,Venus Williams
Liudmila Samsonova,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Varvara Gracheva,,,0.6396021490668313,,,,0.6396021490668313,Venus Williams
Emil Ruusuvuori,,,0.6363636363636364,,,,0.6363636363636364,Venus Williams
Oksana Kalashnikova,,,0.5330017908890261,,,,0.5330017908890261,Venus Williams
Miomir Kecmanovic,,,0.5454545454545454,,,,0.5454545454545454,Venus Williams
Felix Auger-Aliassime,,,0.8864052604279183,,,,0.8864052604279183,Venus Williams
Rebecca Peterson,,,0.6363636363636364,,,,0.6363636363636364,Venus Williams
Andrea Vavassori,,,0.4923659639173309,,,,0.4923659639173309,Venus Williams
Anna Blinkova,,,0.6396021490668313,,,,0.6396021490668313,Venus Williams
Evgeniya Rodina,,,0.6396021490668313,,,,0.6396021490668313,Venus Williams
Jesper de Jong,,,0.6837634587578276,,,,0.6837634587578276,Venus Williams
Ysaline Bonaventure,,,0.4351941398892446,,,,0.4351941398892446,Venus Williams
Dalila Jakupovic,,,0.6396021490668313,,,,0.6396021490668313,Venus Williams
Milos Raonic,,,0.8043996665398437,,,,0.8043996665398437,Venus Williams
Taylah Preston,,,0.42640143271122083,,,,0.42640143271122083,Venus Williams
Veronika Kudermetova,,,0.7272727272727273,,,,0.7272727272727273,Venus Williams
Ankita Raina,,,0.5393598899705937,,,,0.5393598899705937,Venus Williams
Marc-Andrea Huesler,,,0.502518907629606,,,,0.502518907629606,Venus Williams
Shelby Rogers,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Karolina Muchova,,,0.5222329678670935,,,,0.5222329678670935,Venus Williams
Anna-Lena Friedsam,,,0.5720775535473553,,,,0.5720775535473553,Venus Williams
Elina Svitolina,,,0.7252406676228422,,,,0.7252406676228422,Venus Williams
Dayne Kelly,,,0.6837634587578276,,,,0.6837634587578276,Venus Williams
Marin Cilic,,,0.6092717958449424,,,,0.6092717958449424,Venus Williams
Botic van de Zandschulp,,,0.5454545454545454,,,,0.5454545454545454,Venus Williams
Natalija Stevanovic,,,0.4923659639173309,,,,0.4923659639173309,Venus Williams
Adrian Mannarino,,,0.09090909090909091,,,,0.09090909090909091,Venus Williams
Jasmijn Gimbrere ,,,0.42640143271122083,,,,0.42640143271122083,Venus Williams
Tallon Griekspoor,,,0.5720775535473553,,,,0.5720775535473553,Venus Williams
Brandon Nakashima,,,0.6963106238227914,,,,0.6963106238227914,Venus Williams
Kristina Dmitruk,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Maxime Cressy,,,0.5222329678670935,,,,0.5222329678670935,Venus Williams
Caty Mcnally,,,0.6963106238227914,,,,0.6963106238227914,Venus Williams
Pierre-Hugues Herbert,,,0.5720775535473553,,,,0.5720775535473553,Venus Williams
Edan Leshem,,,0.6837634587578276,,,,0.6837634587578276,Venus Williams
Lloyd Harris,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Lexie Stevens,,,0.6837634587578276,,,,0.6837634587578276,Venus Williams
Erin Routliffe,,,0.5720775535473553,,,,0.5720775535473553,Venus Williams
Jesika Maleckova,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Giovanni Mpetshi Perricard,,,0.6396021490668313,,,,0.6396021490668313,Venus Williams
Ekaterina Alexandrova,,,0.4558423058385518,,,,0.4558423058385518,Venus Williams
Marie Bouzkova,,,0.42640143271122083,,,,0.42640143271122083,Venus Williams
Jelle Sels,,,0.6837634587578276,,,,0.6837634587578276,Venus Williams
Lucrezia Stefanini,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Lena Papadakis,,,0.4923659639173309,,,,0.4923659639173309,Venus Williams
Borna Coric,,,0.5454545454545454,,,,0.5454545454545454,Venus Williams
Elise Mertens,,,0.6963106238227914,,,,0.6963106238227914,Venus Williams
Magali Kempen,,,0.6837634587578276,,,,0.6837634587578276,Venus Williams
Alexander Bublik,,,0.5222329678670935,,,,0.5222329678670935,Venus Williams
Alison Riske-Amritraj,,,0.3481553119113957,,,,0.3481553119113957,Venus Williams
Tim van Rijthoven,,,0.19069251784911848,,,,0.19069251784911848,Venus Williams
Susan Bandecchi,,,0.4923659639173309,,,,0.4923659639173309,Venus Williams
Aliaksandra Sasnovich,,,0.5720775535473553,,,,0.5720775535473553,Venus Williams
Bernabe Zapata Miralles,,,0.48349377841522817,,,,0.48349377841522817,Venus Williams
Qinwen Zheng,,,0.46709936649691375,,,,0.46709936649691375,Venus Williams
Ekaterina Makarova,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Pablo Carreno Busta,,,0.7252406676228422,,,,0.7252406676228422,Venus Williams
Jannik Sinner,,,0.6689936080056726,,,,0.6689936080056726,Venus Williams
Ricardas Berankis,,,0.6030226891555273,,,,0.6030226891555273,Venus Williams
Daniil Medvedev,,,0.7272727272727273,,,,0.7272727272727273,Venus Williams
Mikael Ymer,,,0.6363636363636364,,,,0.6363636363636364,Venus Williams
Alex de Minaur,,,0.42640143271122083,,,,0.42640143271122083,Venus Williams
Miyu Kato,,,0.6837634587578276,,,,0.6837634587578276,Venus Williams
Roberto Bautista Agut,,,0.6092717958449424,,,,0.6092717958449424,Venus Williams
Petra Martic,,,0.5454545454545454,,,,0.5454545454545454,Venus Williams
Bianca Andreescu,,,0.8563488385776753,,,,0.8563488385776753,Venus Williams
Ellen Perez,,,0.45454545454545453,,,,0.45454545454545453,Venus Williams
Victoria Azarenka,,,0.7833494518006403,,,,0.7833494518006403,Venus Williams
Eva Vedder,,,0.6837634587578276,,,,0.6837634587578276,Venus Williams
Zeynep Sonmez,,,0.5393598899705937,,,,0.5393598899705937,Venus Williams
Belinda Bencic,,,0.6092717958449424,,,,0.6092717958449424,Venus Williams
Noah Gabriel,,,0.5393598899705937,,,,0.5393598899705937,Venus Williams
Anouk Koevermans,,,0.6837634587578276,,,,0.6837634587578276,Venus Williams
Polina Kudermetova,,,0.7559289460184544,,,,0.7559289460184544,Lucrezia Stefanini
Arthur Fils,,,0.7035264706814485,,,,0.7035264706814485,Lucrezia Stefanini
Yanina Wickmayer,,,0.7071067811865476,,,,0.7071067811865476,Lucrezia Stefanini
Emina Bektas,,,0.6666666666666666,,,,0.6666666666666666,Lucrezia Stefanini
Kimberly Birrell,,,0.6030226891555273,,,,0.6030226891555273,Lucrezia Stefanini
Dalma Galfi,,,0.7777777777777778,,,,0.7777777777777778,Lucrezia Stefanini
Jason Kubler,,,0.6666666666666666,,,,0.6666666666666666,Lucrezia Stefanini
Mackenzie McDonald,,,0.6324555320336759,,,,0.6324555320336759,Lucrezia Stefanini
Zizou Bergs,,,0.6666666666666666,,,,0.6666666666666666,Lucrezia Stefanini
Coco Vandeweghe,,,0.4444444444444444,,,,0.4444444444444444,Lucrezia Stefanini
Jordan Thompson,,,0.5443310539518174,,,,0.5443310539518174,Lucrezia Stefanini
Pavel Kotov,,,0.7071067811865476,,,,0.7071067811865476,Lucrezia Stefanini
Jessika Ponchet,,,0.7777777777777778,,,,0.7777777777777778,Lucrezia Stefanini
Corentin Moutet,,,0.47140452079103173,,,,0.47140452079103173,Lucrezia Stefanini
Raluka Serban,,,0.8888888888888888,,,,0.8888888888888888,Lucrezia Stefanini
Greet Minnen,,,0.5039526306789696,,,,0.5039526306789696,Lucrezia Stefanini
Lesley Pattinama Kerkhove,,,0.7071067811865476,,,,0.7071067811865476,Lucrezia Stefanini
Ashlyn Krueger,,,0.6666666666666666,,,,0.6666666666666666,Lucrezia Stefanini
Venus Williams,,,0.6030226891555273,,,,0.6030226891555273,Lucrezia Stefanini
Laslo Djere,,,0.7777777777777778,,,,0.7777777777777778,Lucrezia Stefanini
Alexei Popyrin,,,0.6666666666666666,,,,0.6666666666666666,Lucrezia Stefanini
Priscilla Hon,,,0.7777777777777778,,,,0.7777777777777778,Lucrezia Stefanini
Max Purcell,,,0.5555555555555556,,,,0.5555555555555556,Lucrezia Stefanini
Robin Haase,,,0.7559289460184544,,,,0.7559289460184544,Lucrezia Stefanini
Ilya Ivashka,,,0.7071067811865476,,,,0.7071067811865476,Lucrezia Stefanini
Carol Zhao,,,0.6666666666666666,,,,0.6666666666666666,Lucrezia Stefanini
Mai Hontama,,,0.7071067811865476,,,,0.7071067811865476,Lucrezia Stefanini
Eva Lys,,,0.7777777777777778,,,,0.7777777777777778,Lucrezia Stefanini
Viktoria Hruncakova,,,0.7777777777777778,,,,0.7777777777777778,Lucrezia Stefanini
Celine Naef,,,0.7777777777777778,,,,0.7777777777777778,Lucrezia Stefanini
Sachia Vickery,,,0.647150228929434,,,,0.647150228929434,Lucrezia Stefanini
Katie Volynets,,,0.6666666666666666,,,,0.6666666666666666,Lucrezia Stefanini
Gijs Brouwer,,,0.5555555555555556,,,,0.5555555555555556,Lucrezia Stefanini
David Goffin,,,0.6324555320336759,,,,0.6324555320336759,Lucrezia Stefanini
Arthur Rinderknech,,,0.7378647873726218,,,,0.7378647873726218,Lucrezia Stefanini
Yue Yuan,,,0.7071067811865476,,,,0.7071067811865476,Lucrezia Stefanini
Ana Konjuh,,,0.7777777777777778,,,,0.7777777777777778,Lucrezia Stefanini
Alec Deckers,,,0.7071067811865476,,,,0.7071067811865476,Lucrezia Stefanini
Rinky Hijikata,,,0.6666666666666666,,,,0.6666666666666666,Lucrezia Stefanini
Alex de Minaur,,,0.5892556509887896,,,,0.5892556509887896,Lucrezia Stefanini
Adrian Mannarino,,,0.20100756305184242,,,,0.20100756305184242,Lucrezia Stefanini
Jesika Maleckova,,,0.8888888888888888,,,,0.8888888888888888,Lucrezia Stefanini
Magali Kempen,,,0.7559289460184544,,,,0.7559289460184544,Lucrezia Stefanini
Pablo Carreno Busta,,,0.8017837257372732,,,,0.8017837257372732,Lucrezia Stefanini
Marie Bouzkova,,,0.7071067811865476,,,,0.7071067811865476,Lucrezia Stefanini
Roberto Bautista Agut,,,0.5773502691896257,,,,0.5773502691896257,Lucrezia Stefanini
Petra Martic,,,0.7035264706814485,,,,0.7035264706814485,Lucrezia Stefanini
Ekaterina Alexandrova,,,0.5039526306789696,,,,0.5039526306789696,Lucrezia Stefanini
Alexander Bublik,,,0.6735753140545634,,,,0.6735753140545634,Lucrezia Stefanini
Oksana Kalashnikova,,,0.7071067811865476,,,,0.7071067811865476,Lucrezia Stefanini
Lloyd Harris,,,0.7777777777777778,,,,0.7777777777777778,Lucrezia Stefanini
Bianca Andreescu,,,0.5163977794943223,,,,0.5163977794943223,Lucrezia Stefanini
Evgeniya Rodina,,,0.7071067811865476,,,,0.7071067811865476,Lucrezia Stefanini
Jannik Sinner,,,0.8320502943378436,,,,0.8320502943378436,Lucrezia Stefanini
Ricardas Berankis,,,0.7777777777777778,,,,0.7777777777777778,Lucrezia Stefanini
Anouk Koevermans,,,0.7559289460184544,,,,0.7559289460184544,Lucrezia Stefanini
Milos Raonic,,,0.485071250072666,,,,0.485071250072666,Lucrezia Stefanini
Susan Bandecchi,,,0.6804138174397717,,,,0.6804138174397717,Lucrezia Stefanini
Jasmijn Gimbrere ,,,0.47140452079103173,,,,0.47140452079103173,Lucrezia Stefanini
Tim van Rijthoven,,,0.21081851067789195,,,,0.21081851067789195,Lucrezia Stefanini
Tallon Griekspoor,,,0.6324555320336759,,,,0.6324555320336759,Lucrezia Stefanini
Maxime Cressy,,,0.3849001794597505,,,,0.3849001794597505,Lucrezia Stefanini
Miyu Kato,,,0.7559289460184544,,,,0.7559289460184544,Lucrezia Stefanini
Giovanni Mpetshi Perricard,,,0.8249579113843055,,,,0.8249579113843055,Lucrezia Stefanini
Aliaksandra Sasnovich,,,0.7378647873726218,,,,0.7378647873726218,Lucrezia Stefanini
Bernabe Zapata Miralles,,,0.7126966450997984,,,,0.7126966450997984,Lucrezia Stefanini
Mikael Ymer,,,0.8040302522073697,,,,0.8040302522073697,Lucrezia Stefanini
Elina Svitolina,,,0.7126966450997984,,,,0.7126966450997984,Lucrezia Stefanini
Brandon Nakashima,,,0.6735753140545634,,,,0.6735753140545634,Lucrezia Stefanini
Andrea Vavassori,,,0.816496580927726,,,,0.816496580927726,Lucrezia Stefanini
Ankita Raina,,,0.5962847939999439,,,,0.5962847939999439,Lucrezia Stefanini
Dayne Kelly,,,0.7559289460184544,,,,0.7559289460184544,Lucrezia Stefanini
Anna Blinkova,,,0.7071067811865476,,,,0.7071067811865476,Lucrezia Stefanini
Felix Auger-Aliassime,,,0.5345224838248488,,,,0.5345224838248488,Lucrezia Stefanini
Lexie Stevens,,,0.7559289460184544,,,,0.7559289460184544,Lucrezia Stefanini
Ugo Humbert,,,0.7035264706814485,,,,0.7035264706814485,Lucrezia Stefanini
Lena Papadakis,,,0.6804138174397717,,,,0.6804138174397717,Lucrezia Stefanini
Victoria Azarenka,,,0.6735753140545634,,,,0.6735753140545634,Lucrezia Stefanini
Belinda Bencic,,,0.5773502691896257,,,,0.5773502691896257,Lucrezia Stefanini
Ysaline Bonaventure,,,0.4811252243246881,,,,0.4811252243246881,Lucrezia Stefanini
Anna-Lena Friedsam,,,0.7378647873726218,,,,0.7378647873726218,Lucrezia Stefanini
Karolina Muchova,,,0.6735753140545634,,,,0.6735753140545634,Lucrezia Stefanini
Rebecca Peterson,,,0.7035264706814485,,,,0.7035264706814485,Lucrezia Stefanini
Ekaterina Makarova,,,0.6666666666666666,,,,0.6666666666666666,Lucrezia Stefanini
Shelby Rogers,,,0.4444444444444444,,,,0.4444444444444444,Lucrezia Stefanini
Natalija Stevanovic,,,0.6804138174397717,,,,0.6804138174397717,Lucrezia Stefanini
Bibiane Schoofs,,,0.7559289460184544,,,,0.7559289460184544,Lucrezia Stefanini
Noah Gabriel,,,0.5962847939999439,,,,0.5962847939999439,Lucrezia Stefanini
Daniil Medvedev,,,0.6030226891555273,,,,0.6030226891555273,Lucrezia Stefanini
Veronika Kudermetova,,,0.6030226891555273,,,,0.6030226891555273,Lucrezia Stefanini
Liudmila Samsonova,,,0.6666666666666666,,,,0.6666666666666666,Lucrezia Stefanini
Pierre-Hugues Herbert,,,0.8432740427115678,,,,0.8432740427115678,Lucrezia Stefanini
Edan Leshem,,,0.7559289460184544,,,,0.7559289460184544,Lucrezia Stefanini
Elise Mertens,,,0.6735753140545634,,,,0.6735753140545634,Lucrezia Stefanini
Miomir Kecmanovic,,,0.7035264706814485,,,,0.7035264706814485,Lucrezia Stefanini
Erin Routliffe,,,0.6324555320336759,,,,0.6324555320336759,Lucrezia Stefanini
Alison Riske-Amritraj,,,0.19245008972987526,,,,0.19245008972987526,Lucrezia Stefanini
Jelle Sels,,,0.7559289460184544,,,,0.7559289460184544,Lucrezia Stefanini
Zeynep Sonmez,,,0.5962847939999439,,,,0.5962847939999439,Lucrezia Stefanini
Varvara Gracheva,,,0.7071067811865476,,,,0.7071067811865476,Lucrezia Stefanini
Caty Mcnally,,,0.5773502691896257,,,,0.5773502691896257,Lucrezia Stefanini
Ellen Perez,,,0.502518907629606,,,,0.502518907629606,Lucrezia Stefanini
Sabine Lisicki,,,0.7777777777777778,,,,0.7777777777777778,Lucrezia Stefanini
Emil Ruusuvuori,,,0.7035264706814485,,,,0.7035264706814485,Lucrezia Stefanini
Kristina Dmitruk,,,0.6666666666666666,,,,0.6666666666666666,Lucrezia Stefanini
Marin Cilic,,,0.4811252243246881,,,,0.4811252243246881,Lucrezia Stefanini
Taylah Preston,,,0.47140452079103173,,,,0.47140452079103173,Lucrezia Stefanini
Borna Coric,,,0.8040302522073697,,,,0.8040302522073697,Lucrezia Stefanini
Botic van de Zandschulp,,,0.6030226891555273,,,,0.6030226891555273,Lucrezia Stefanini
Eva Vedder,,,0.7559289460184544,,,,0.7559289460184544,Lucrezia Stefanini
Qinwen Zheng,,,0.5163977794943223,,,,0.5163977794943223,Lucrezia Stefanini
Marc-Andrea Huesler,,,0.6666666666666666,,,,0.6666666666666666,Lucrezia Stefanini
Dalila Jakupovic,,,0.8249579113843055,,,,0.8249579113843055,Lucrezia Stefanini
Jesper de Jong,,,0.7559289460184544,,,,0.7559289460184544,Lucrezia Stefanini
Laslo Djere,,,0.7777777777777778,,,,0.7777777777777778,Lloyd Harris
Jordan Thompson,,,0.5443310539518174,,,,0.5443310539518174,Lloyd Harris
Carol Zhao,,,0.6666666666666666,,,,0.6666666666666666,Lloyd Harris
Ana Konjuh,,,0.6666666666666666,,,,0.6666666666666666,Lloyd Harris
Jessika Ponchet,,,0.6666666666666666,,,,0.6666666666666666,Lloyd Harris
Lucrezia Stefanini,,,0.7777777777777778,,,,0.7777777777777778,Lloyd Harris
Yue Yuan,,,0.7071067811865476,,,,0.7071067811865476,Lloyd Harris
